customer_id,tenure_months,monthly_logins,churn_probability,churned
CUST_004405,21,23,0.125,0
CUST_004406,24,29,0.065,0
CUST_004407,6,17,0.305,0
CUST_004408,12,10,0.28,1
CUST_004409,13,12,0.26,0
CUST_004410,23,27,0.085,0
CUST_004411,7,17,0.295,0
CUST_004412,7,16,0.3,1
CUST_004413,14,15,0.235,1
CUST_004414,23,22,0.11,0
CUST_004415,21,29,0.02,0
CUST_004416,13,16,0.24,0
CUST_004417,14,0,0.31,0
CUST_004418,6,19,0.295,0
CUST_004419,11,12,0.28,0
CUST_004420,17,12,0.22,1
CUST_004421,6,15,0.215,0
CUST_004422,16,16,0.21,0
CUST_004423,8,21,0.265,1
CUST_004424,14,33,0.145,0
CUST_004425,7,26,0.25,0
CUST_004426,10,27,0.215,0
CUST_004427,18,22,0.16,0
CUST_004428,21,8,0.2,0
CUST_004429,22,25,0.02,0
CUST_004430,11,8,0.3,0
CUST_004431,9,19,0.265,0
CUST_004432,19,21,0.155,0
CUST_004433,8,19,0.275,1
CUST_004434,10,23,0.235,0
CUST_004435,22,17,0.045,0
CUST_004436,19,29,0.115,0
CUST_004437,6,24,0.17,0
CUST_004438,2,11,0.375,1
CUST_004439,11,23,0.225,0
CUST_004440,9,29,0.215,1
CUST_004441,22,21,0.125,0
CUST_004442,13,16,0.24,0
CUST_004443,15,12,0.24,1
CUST_004444,16,22,0.08,0
CUST_004445,14,30,0.16,0
CUST_004446,21,12,0.08,0
CUST_004447,3,17,0.335,0
CUST_004448,19,9,0.215,1
CUST_004449,22,28,0.09,0
CUST_004450,6,32,0.23,0
CUST_004451,13,21,0.215,1
CUST_004452,13,4,0.3,1
CUST_004453,22,22,0.12,0
CUST_004454,8,22,0.26,0
CUST_004455,11,8,0.3,0
CUST_004456,17,27,0.145,0
CUST_004457,3,16,0.34,0
CUST_004458,20,9,0.205,0
CUST_004459,15,3,0.285,1
CUST_004460,1,15,0.365,0
CUST_004461,2,14,0.36,1
CUST_004462,22,6,0.1,0
CUST_004463,7,16,0.3,0
CUST_004464,11,18,0.25,0
CUST_004465,20,16,0.17,0
CUST_004466,6,17,0.305,1
CUST_004467,11,26,0.21,0
CUST_004468,4,20,0.31,0
CUST_004469,13,24,0.1,0
CUST_004470,13,29,0.175,0
CUST_004471,4,15,0.335,0
CUST_004472,21,13,0.175,0
CUST_004473,12,5,0.205,0
CUST_004474,9,0,0.36,0
CUST_004475,7,25,0.255,0
CUST_004476,2,11,0.275,0
CUST_004477,19,26,0.13,0
CUST_004478,18,27,0.135,0
CUST_004479,3,15,0.345,1
CUST_004480,1,9,0.395,0
CUST_004481,11,24,0.22,0
CUST_004482,13,7,0.185,0
CUST_004483,15,23,0.085,0
CUST_004484,9,12,0.3,1
CUST_004485,19,14,0.19,0
CUST_004486,6,18,0.3,1
CUST_004487,23,20,0.12,0
CUST_004488,5,19,0.305,1
CUST_004489,21,26,0.11,0
CUST_004490,20,7,0.215,0
CUST_004491,21,17,0.055,0
CUST_004492,7,8,0.34,1
CUST_004493,19,23,0.145,0
CUST_004494,24,24,0.09,0
CUST_004495,8,6,0.34,1
CUST_004496,15,25,0.175,0
CUST_004497,10,17,0.265,0
CUST_004498,9,28,0.22,1
CUST_004499,20,18,0.16,0
CUST_004500,20,25,0.125,0
CUST_004501,4,31,0.255,0
CUST_004502,11,12,0.28,0
CUST_004503,3,17,0.335,1
CUST_004504,24,23,0.095,0
CUST_004505,19,6,0.23,0
CUST_004506,2,24,0.31,1
CUST_004507,7,10,0.33,0
CUST_004508,9,11,0.305,0
CUST_004509,11,23,0.125,0
CUST_004510,22,21,0.025,0
CUST_004511,4,5,0.285,1
CUST_004512,5,31,0.245,0
CUST_004513,18,18,0.08,1
CUST_004514,16,15,0.215,0
CUST_004515,5,17,0.215,1
CUST_004516,14,18,0.22,0
CUST_004517,19,2,0.25,1
CUST_004518,3,23,0.305,1
CUST_004519,16,10,0.14,0
CUST_004520,7,15,0.305,0
CUST_004521,4,19,0.315,1
CUST_004522,10,20,0.25,1
CUST_004523,19,32,0.02,0
CUST_004524,7,18,0.19,1
CUST_004525,18,20,0.07,0
CUST_004526,8,17,0.285,0
CUST_004527,1,21,0.335,0
CUST_004528,2,11,0.275,1
CUST_004529,11,13,0.275,0
CUST_004530,15,12,0.24,1
CUST_004531,14,14,0.24,0
CUST_004532,16,19,0.195,0
CUST_004533,13,8,0.28,0
CUST_004534,19,28,0.12,0
CUST_004535,10,14,0.28,0
CUST_004536,13,14,0.15,0
CUST_004537,20,0,0.25,0
CUST_004538,22,8,0.19,0
CUST_004539,2,21,0.325,0
CUST_004540,8,8,0.33,1
CUST_004541,8,3,0.355,0
CUST_004542,18,3,0.155,0
CUST_004543,9,27,0.225,0
CUST_004544,22,18,0.14,0
CUST_004545,16,35,0.115,0
CUST_004546,12,13,0.265,0
CUST_004547,11,8,0.3,0
CUST_004548,18,17,0.085,0
CUST_004549,2,15,0.355,0
CUST_004550,23,4,0.2,0
CUST_004551,3,25,0.295,0
CUST_004552,17,13,0.115,0
CUST_004553,18,41,0.065,0
CUST_004554,8,22,0.26,0
CUST_004555,17,19,0.185,0
CUST_004556,7,22,0.27,0
CUST_004557,7,23,0.165,0
CUST_004558,19,30,0.02,0
CUST_004559,17,25,0.155,0
CUST_004560,7,17,0.295,0
CUST_004561,11,15,0.265,0
CUST_004562,10,14,0.28,0
CUST_004563,8,13,0.305,0
CUST_004564,10,20,0.25,1
CUST_004565,9,26,0.23,0
CUST_004566,1,15,0.265,0
CUST_004567,21,6,0.21,0
CUST_004568,12,12,0.27,1
CUST_004569,13,6,0.29,1
CUST_004570,16,19,0.195,0
CUST_004571,22,21,0.125,0
CUST_004572,12,1,0.325,0
CUST_004573,24,12,0.15,0
CUST_004574,15,7,0.265,0
CUST_004575,2,23,0.215,0
CUST_004576,5,32,0.24,0
CUST_004577,12,18,0.24,1
CUST_004578,19,13,0.195,0
CUST_004579,13,28,0.18,1
CUST_004580,23,21,0.115,0
CUST_004581,15,15,0.225,1
CUST_004582,5,24,0.28,1
CUST_004583,16,30,0.14,0
CUST_004584,24,23,0.02,0
CUST_004585,21,19,0.045,0
CUST_004586,22,19,0.035,0
CUST_004587,23,21,0.115,0
CUST_004588,10,7,0.315,1
CUST_004589,3,18,0.33,1
CUST_004590,24,16,0.13,0
CUST_004591,8,15,0.295,0
CUST_004592,4,13,0.245,1
CUST_004593,20,28,0.11,1
CUST_004594,24,32,0.02,0
CUST_004595,23,14,0.15,1
CUST_004596,3,22,0.31,0
CUST_004597,9,17,0.175,0
CUST_004598,16,11,0.235,0
CUST_004599,15,26,0.17,1
CUST_004600,2,31,0.175,0
CUST_004601,4,20,0.31,0
CUST_004602,17,25,0.055,0
CUST_004603,6,7,0.355,0
CUST_004604,12,17,0.245,0
CUST_004605,2,8,0.39,1
CUST_004606,1,10,0.39,0
CUST_004607,2,26,0.3,1
CUST_004608,16,11,0.235,0
CUST_004609,22,24,0.11,0
CUST_004610,21,19,0.145,0
CUST_004611,2,6,0.4,1
CUST_004612,1,26,0.31,1
CUST_004613,8,32,0.21,0
CUST_004614,9,18,0.27,1
CUST_004615,15,20,0.2,0
CUST_004616,2,27,0.295,0
CUST_004617,17,15,0.205,0
CUST_004618,7,0,0.38,1
CUST_004619,19,10,0.21,0
CUST_004620,24,20,0.11,0
CUST_004621,19,24,0.14,0
CUST_004622,3,22,0.21,0
CUST_004623,22,12,0.17,0
CUST_004624,4,31,0.255,0
CUST_004625,24,25,0.02,0
CUST_004626,5,30,0.25,0
CUST_004627,17,21,0.175,0
CUST_004628,22,10,0.18,0
CUST_004629,3,22,0.31,1
CUST_004630,21,13,0.175,0
CUST_004631,20,33,0.085,0
CUST_004632,9,24,0.24,0
CUST_004633,23,10,0.17,0
CUST_004634,13,20,0.12,1
CUST_004635,5,12,0.34,1
CUST_004636,11,25,0.215,0
CUST_004637,20,24,0.13,0
CUST_004638,15,18,0.21,0
CUST_004639,12,20,0.23,0
CUST_004640,9,14,0.19,0
CUST_004641,20,14,0.08,0
CUST_004642,2,22,0.32,0
CUST_004643,18,20,0.17,1
CUST_004644,23,8,0.18,0
CUST_004645,18,23,0.055,0
CUST_004646,20,15,0.175,1
CUST_004647,20,9,0.205,0
CUST_004648,1,14,0.37,0
CUST_004649,14,17,0.125,0
CUST_004650,5,9,0.355,1
CUST_004651,2,9,0.285,0
CUST_004652,5,23,0.285,0
CUST_004653,2,30,0.28,0
CUST_004654,20,19,0.155,0
CUST_004655,23,14,0.15,0
CUST_004656,20,21,0.145,0
CUST_004657,9,15,0.185,0
CUST_004658,7,24,0.26,0
CUST_004659,9,18,0.17,0
CUST_004660,23,15,0.045,0
CUST_004661,16,25,0.165,0
CUST_004662,14,24,0.19,0
CUST_004663,8,20,0.27,0
CUST_004664,10,8,0.31,1
CUST_004665,24,11,0.155,0
CUST_004666,16,15,0.115,0
CUST_004667,19,13,0.195,0
CUST_004668,6,32,0.23,0
CUST_004669,22,4,0.21,0
CUST_004670,4,6,0.38,0
CUST_004671,4,21,0.305,1
CUST_004672,20,20,0.15,0
CUST_004673,19,2,0.25,0
CUST_004674,21,28,0.02,0
CUST_004675,3,6,0.39,1
CUST_004676,24,17,0.125,0
CUST_004677,4,0,0.41,0
CUST_004678,14,13,0.245,0
CUST_004679,17,13,0.215,1
CUST_004680,9,7,0.325,0
CUST_004681,2,17,0.345,0
CUST_004682,5,16,0.32,1
CUST_004683,19,8,0.22,0
CUST_004684,19,22,0.15,1
CUST_004685,1,20,0.34,0
CUST_004686,6,6,0.36,0
CUST_004687,13,16,0.24,0
CUST_004688,5,8,0.36,1
CUST_004689,7,11,0.325,0
CUST_004690,10,17,0.265,0
CUST_004691,19,21,0.055,0
CUST_004692,17,8,0.24,1
CUST_004693,21,32,0.08,0
CUST_004694,8,17,0.185,0
CUST_004695,8,13,0.305,0
CUST_004696,12,22,0.12,0
CUST_004697,4,13,0.245,0
CUST_004698,21,12,0.08,0
CUST_004699,7,21,0.275,0
CUST_004700,8,14,0.3,0
CUST_004701,19,23,0.145,0
CUST_004702,9,0,0.36,0
CUST_004703,18,12,0.11,0
CUST_004704,2,10,0.38,1
CUST_004705,23,5,0.095,0
CUST_004706,10,16,0.27,0
CUST_004707,6,19,0.295,0
CUST_004708,3,32,0.26,0
CUST_004709,1,6,0.41,0
CUST_004710,12,37,0.145,1
CUST_004711,10,31,0.195,0
CUST_004712,18,18,0.18,0
CUST_004713,21,32,0.08,0
CUST_004714,3,10,0.37,0
CUST_004715,10,21,0.245,0
CUST_004716,1,29,0.195,0
CUST_004717,6,20,0.29,1
CUST_004718,11,9,0.195,0
CUST_004719,22,2,0.12,0
CUST_004720,13,30,0.07,0
CUST_004721,19,13,0.095,0
CUST_004722,10,13,0.285,1
CUST_004723,8,7,0.335,0
CUST_004724,7,35,0.105,0
CUST_004725,11,0,0.34,0
CUST_004726,14,17,0.225,0
CUST_004727,16,22,0.18,0
CUST_004728,23,31,0.065,0
CUST_004729,14,9,0.265,0
CUST_004730,22,16,0.15,0
CUST_004731,13,9,0.275,1
CUST_004732,7,30,0.13,1
CUST_004733,9,23,0.145,0
CUST_004734,9,15,0.185,0
CUST_004735,10,17,0.265,0
CUST_004736,17,23,0.065,0
CUST_004737,4,11,0.355,0
CUST_004738,3,18,0.33,0
CUST_004739,2,19,0.335,1
CUST_004740,5,19,0.305,0
CUST_004741,15,31,0.145,0
CUST_004742,13,8,0.28,0
CUST_004743,19,16,0.18,0
CUST_004744,15,27,0.165,0
CUST_004745,19,21,0.055,0
CUST_004746,21,16,0.16,0
CUST_004747,12,18,0.24,1
CUST_004748,19,28,0.02,0
CUST_004749,13,14,0.25,0
CUST_004750,11,13,0.275,0
CUST_004751,5,12,0.24,0
CUST_004752,3,25,0.295,1
CUST_004753,20,28,0.11,0
CUST_004754,9,18,0.27,1
CUST_004755,10,18,0.26,0
CUST_004756,6,27,0.255,0
CUST_004757,5,16,0.32,1
CUST_004758,16,21,0.185,0
CUST_004759,23,10,0.17,0
CUST_004760,24,22,0.1,0
CUST_004761,19,20,0.16,0
CUST_004762,21,24,0.12,0
CUST_004763,21,15,0.165,0
CUST_004764,17,5,0.255,0
CUST_004765,18,26,0.04,0
CUST_004766,7,15,0.305,1
CUST_004767,2,29,0.285,1
CUST_004768,12,15,0.255,0
CUST_004769,4,20,0.31,0
CUST_004770,16,7,0.155,0
CUST_004771,15,17,0.215,0
CUST_004772,16,25,0.165,0
CUST_004773,2,19,0.335,0
CUST_004774,22,25,0.02,0
CUST_004775,20,16,0.17,0
CUST_004776,21,9,0.195,0
CUST_004777,16,23,0.175,0
CUST_004778,9,8,0.32,0
CUST_004779,2,18,0.34,0
CUST_004780,14,20,0.11,0
CUST_004781,15,12,0.24,1
CUST_004782,17,6,0.15,0
CUST_004783,18,17,0.185,0
CUST_004784,8,12,0.21,1
CUST_004785,16,31,0.135,0
CUST_004786,12,35,0.155,0
CUST_004787,10,17,0.165,0
CUST_004788,3,22,0.31,0
CUST_004789,9,24,0.24,0
CUST_004790,7,30,0.23,0
CUST_004791,19,10,0.21,0
CUST_004792,12,10,0.28,1
CUST_004793,4,0,0.41,0
CUST_004794,2,23,0.315,0
CUST_004795,22,6,0.2,0
CUST_004796,20,23,0.135,0
CUST_004797,11,11,0.185,0
CUST_004798,19,27,0.125,0
CUST_004799,11,22,0.23,0
CUST_004800,11,19,0.245,0
CUST_004801,5,8,0.36,0
CUST_004802,24,27,0.075,0
CUST_004803,3,14,0.35,0
CUST_004804,6,23,0.275,1
CUST_004805,14,10,0.26,0
CUST_004806,9,29,0.215,0
CUST_004807,11,8,0.3,0
CUST_004808,22,17,0.045,1
CUST_004809,9,20,0.26,0
CUST_004810,4,25,0.285,1
CUST_004811,7,17,0.195,0
CUST_004812,4,19,0.315,0
CUST_004813,7,24,0.26,0
CUST_004814,1,18,0.35,0
CUST_004815,11,12,0.28,0
CUST_004816,1,17,0.355,0
CUST_004817,11,19,0.245,0
CUST_004818,12,16,0.25,0
CUST_004819,16,15,0.215,0
CUST_004820,12,17,0.245,0
CUST_004821,20,23,0.135,0
CUST_004822,5,15,0.325,0
CUST_004823,4,2,0.4,0
CUST_004824,9,19,0.265,0
CUST_004825,16,6,0.26,0
CUST_004826,7,17,0.295,0
CUST_004827,17,8,0.24,0
CUST_004828,2,18,0.34,0
CUST_004829,5,17,0.215,0
CUST_004830,17,12,0.22,0
CUST_004831,21,30,0.09,0
CUST_004832,10,30,0.2,1
CUST_004833,2,31,0.275,0
CUST_004834,11,22,0.23,0
CUST_004835,23,18,0.03,0
CUST_004836,1,18,0.35,0
CUST_004837,2,5,0.405,0
CUST_004838,12,17,0.245,1
CUST_004839,14,11,0.255,0
CUST_004840,8,17,0.185,0
CUST_004841,16,10,0.14,0
CUST_004842,4,25,0.285,0
CUST_004843,20,21,0.045,0
CUST_004844,5,11,0.345,0
CUST_004845,12,19,0.235,0
CUST_004846,21,12,0.18,0
CUST_004847,6,20,0.29,1
CUST_004848,22,25,0.105,0
CUST_004849,21,28,0.1,0
CUST_004850,12,27,0.095,0
CUST_004851,9,39,0.165,0
CUST_004852,19,10,0.21,0
CUST_004853,21,20,0.14,0
CUST_004854,19,3,0.245,0
CUST_004855,17,9,0.235,0
CUST_004856,5,23,0.285,0
CUST_004857,19,28,0.12,1
CUST_004858,18,12,0.21,0
CUST_004859,11,13,0.275,0
CUST_004860,4,9,0.365,1
CUST_004861,8,13,0.305,0
CUST_004862,11,26,0.21,0
CUST_004863,10,14,0.28,1
CUST_004864,20,16,0.17,0
CUST_004865,22,3,0.215,0
CUST_004866,9,20,0.26,1
CUST_004867,5,11,0.345,0
CUST_004868,18,23,0.155,0
CUST_004869,13,19,0.225,1
CUST_004870,20,13,0.185,1
CUST_004871,10,10,0.3,0
CUST_004872,16,15,0.215,0
CUST_004873,3,2,0.41,1
CUST_004874,10,13,0.285,0
CUST_004875,4,16,0.23,1
CUST_004876,7,19,0.185,1
CUST_004877,18,24,0.15,1
CUST_004878,13,14,0.25,0
CUST_004879,23,12,0.16,0
CUST_004880,7,16,0.3,1
CUST_004881,17,3,0.165,0
CUST_004882,11,19,0.245,0
CUST_004883,7,13,0.315,1
CUST_004884,20,23,0.135,0
CUST_004885,5,28,0.26,0
CUST_004886,18,20,0.17,0
CUST_004887,8,14,0.2,0
CUST_004888,12,16,0.15,0
CUST_004889,20,18,0.16,0
CUST_004890,1,13,0.275,1
CUST_004891,15,21,0.195,0
CUST_004892,21,10,0.09,0
CUST_004893,3,24,0.3,1
CUST_004894,14,25,0.185,0
CUST_004895,19,30,0.11,0
CUST_004896,8,21,0.265,0
CUST_004897,2,15,0.355,0
CUST_004898,6,15,0.315,0
CUST_004899,16,19,0.095,0
CUST_004900,14,14,0.24,0
CUST_004901,18,18,0.18,0
CUST_004902,4,11,0.355,1
CUST_004903,1,20,0.34,1
CUST_004904,4,16,0.33,1
CUST_004905,6,21,0.185,1
CUST_004906,2,16,0.35,0
CUST_004907,12,25,0.205,0
CUST_004908,13,3,0.305,0
CUST_004909,1,12,0.38,0
CUST_004910,17,19,0.085,0
CUST_004911,18,16,0.19,0
CUST_004912,22,14,0.16,0
CUST_004913,23,11,0.065,0
CUST_004914,1,15,0.365,0
CUST_004915,19,16,0.18,0
CUST_004916,13,17,0.235,0
CUST_004917,21,16,0.16,0
CUST_004918,2,14,0.36,0
CUST_004919,19,28,0.12,0
CUST_004920,20,29,0.105,0
CUST_004921,8,30,0.22,0
CUST_004922,15,28,0.16,0
CUST_004923,15,22,0.19,0
CUST_004924,20,18,0.16,0
CUST_004925,7,19,0.285,0
CUST_004926,8,7,0.335,0
CUST_004927,5,22,0.29,0
CUST_004928,13,26,0.19,0
CUST_004929,16,15,0.115,0
CUST_004930,3,25,0.195,0
CUST_004931,16,24,0.17,0
CUST_004932,22,8,0.19,0
CUST_004933,9,30,0.21,0
CUST_004934,12,24,0.11,0
CUST_004935,22,17,0.145,0
CUST_004936,10,27,0.215,0
CUST_004937,7,16,0.3,1
CUST_004938,15,12,0.24,0
CUST_004939,7,16,0.3,1
CUST_004940,12,22,0.12,0
CUST_004941,2,0,0.33,1
CUST_004942,6,28,0.25,0
CUST_004943,24,25,0.085,0
CUST_004944,21,10,0.19,1
CUST_004945,6,17,0.305,0
CUST_004946,6,23,0.275,0
CUST_004947,23,7,0.085,0
CUST_004948,7,21,0.175,0
CUST_004949,16,16,0.11,0
CUST_004950,21,25,0.115,0
CUST_004951,16,0,0.29,1
CUST_004952,2,19,0.235,0
CUST_004953,7,12,0.32,0
CUST_004954,13,12,0.26,0
CUST_004955,10,23,0.235,1
CUST_004956,2,13,0.365,1
CUST_004957,9,18,0.27,1
CUST_004958,12,19,0.135,0
CUST_004959,5,31,0.145,0
CUST_004960,19,20,0.16,0
CUST_004961,4,8,0.37,0
CUST_004962,4,20,0.31,0
CUST_004963,1,7,0.405,1
CUST_004964,2,24,0.21,0
CUST_004965,21,12,0.08,0
CUST_004966,8,7,0.335,1
CUST_004967,15,20,0.2,0
CUST_004968,22,23,0.115,0
CUST_004969,2,31,0.275,0
CUST_004970,18,21,0.165,0
CUST_004971,6,12,0.23,0
CUST_004972,22,7,0.195,1
CUST_004973,15,12,0.24,0
CUST_004974,16,20,0.09,0
CUST_004975,9,26,0.23,0
CUST_004976,5,20,0.3,1
CUST_004977,13,32,0.16,0
CUST_004978,1,21,0.335,1
CUST_004979,22,12,0.17,0
CUST_004980,9,0,0.36,1
CUST_004981,12,10,0.28,0
CUST_004982,15,3,0.185,0
CUST_004983,8,15,0.295,1
CUST_004984,13,8,0.18,0
CUST_004985,7,5,0.355,0
CUST_004986,6,19,0.295,1
CUST_004987,23,24,0.1,0
CUST_004988,15,10,0.25,0
CUST_004989,4,20,0.21,0
CUST_004990,9,10,0.31,0
CUST_004991,6,20,0.29,0
CUST_004992,16,27,0.155,1
CUST_004993,4,4,0.39,0
CUST_004994,19,29,0.115,0
CUST_004995,17,6,0.25,0
CUST_004996,22,11,0.175,0
CUST_004997,17,9,0.235,0
CUST_004998,11,15,0.165,0
CUST_004999,2,19,0.335,1
CUST_005000,3,16,0.34,1
CUST_005001,1,27,0.305,0
CUST_005002,19,4,0.14,0
CUST_005003,21,32,0.08,1
CUST_005004,3,20,0.32,1
CUST_005005,24,16,0.13,1
CUST_005006,9,23,0.145,0
CUST_005007,4,30,0.26,0
CUST_005008,22,33,0.065,0
CUST_005009,1,7,0.405,0
CUST_005010,16,20,0.19,0
CUST_005011,13,19,0.225,1
CUST_005012,23,5,0.195,1
CUST_005013,6,34,0.22,0
CUST_005014,17,25,0.055,0
CUST_005015,7,15,0.305,0
CUST_005016,6,0,0.39,0
CUST_005017,4,11,0.355,0
CUST_005018,19,8,0.22,0
CUST_005019,9,26,0.13,0
CUST_005020,2,19,0.335,1
CUST_005021,7,21,0.275,0
CUST_005022,3,21,0.215,0
CUST_005023,19,14,0.19,0
CUST_005024,14,0,0.31,0
CUST_005025,3,14,0.25,1
CUST_005026,11,16,0.26,0
CUST_005027,7,14,0.21,0
CUST_005028,20,20,0.05,0
CUST_005029,14,18,0.22,0
CUST_005030,19,22,0.15,0
CUST_005031,19,26,0.13,0
CUST_005032,4,22,0.2,0
CUST_005033,10,14,0.28,0
CUST_005034,20,25,0.125,1
CUST_005035,10,26,0.22,0
CUST_005036,11,17,0.255,0
CUST_005037,9,12,0.3,0
CUST_005038,7,24,0.26,1
CUST_005039,2,12,0.37,0
CUST_005040,7,23,0.165,0
CUST_005041,13,29,0.175,0
CUST_005042,20,27,0.115,1
CUST_005043,9,11,0.205,1
CUST_005044,23,14,0.05,0
CUST_005045,7,24,0.26,1
CUST_005046,2,24,0.31,1
CUST_005047,11,27,0.205,1
CUST_005048,6,12,0.33,1
CUST_005049,5,36,0.22,0
CUST_005050,23,22,0.11,0
CUST_005051,6,9,0.345,0
CUST_005052,9,30,0.21,0
CUST_005053,8,18,0.18,0
CUST_005054,4,20,0.31,1
CUST_005055,24,15,0.135,0
CUST_005056,15,14,0.23,0
CUST_005057,2,22,0.32,0
CUST_005058,3,21,0.215,0
CUST_005059,12,27,0.195,0
CUST_005060,23,19,0.125,0
CUST_005061,20,32,0.09,0
CUST_005062,21,20,0.14,1
CUST_005063,5,24,0.28,1
CUST_005064,17,7,0.145,0
CUST_005065,7,8,0.34,0
CUST_005066,16,14,0.22,0
CUST_005067,16,12,0.23,0
CUST_005068,9,14,0.19,0
CUST_005069,4,24,0.29,1
CUST_005070,20,20,0.15,0
CUST_005071,16,27,0.155,0
CUST_005072,3,18,0.33,0
CUST_005073,20,7,0.215,0
CUST_005074,15,21,0.195,0
CUST_005075,4,20,0.31,1
CUST_005076,9,10,0.31,0
CUST_005077,21,23,0.125,0
CUST_005078,4,28,0.17,0
CUST_005079,3,0,0.42,0
CUST_005080,21,17,0.155,0
CUST_005081,6,26,0.26,0
CUST_005082,12,18,0.14,0
CUST_005083,17,20,0.18,1
CUST_005084,15,20,0.2,0
CUST_005085,9,17,0.275,0
CUST_005086,22,31,0.075,0
CUST_005087,7,17,0.295,0
CUST_005088,19,24,0.14,0
CUST_005089,10,23,0.235,1
CUST_005090,6,15,0.315,0
CUST_005091,14,8,0.27,0
CUST_005092,22,9,0.185,0
CUST_005093,14,19,0.215,0
CUST_005094,21,23,0.025,0
CUST_005095,10,33,0.185,0
CUST_005096,8,18,0.28,0
CUST_005097,17,28,0.14,0
CUST_005098,23,20,0.12,0
CUST_005099,23,5,0.195,1
CUST_005100,12,16,0.25,0
CUST_005101,14,14,0.24,0
CUST_005102,2,21,0.225,0
CUST_005103,11,28,0.1,0
CUST_005104,12,10,0.28,0
CUST_005105,15,24,0.18,0
CUST_005106,23,29,0.075,0
CUST_005107,9,7,0.325,0
CUST_005108,22,8,0.09,1
CUST_005109,14,22,0.2,0
CUST_005110,5,18,0.31,1
CUST_005111,10,3,0.335,1
CUST_005112,6,20,0.29,1
CUST_005113,2,23,0.215,1
CUST_005114,5,27,0.265,0
CUST_005115,20,17,0.065,0
CUST_005116,8,3,0.355,1
CUST_005117,17,21,0.175,0
CUST_005118,7,20,0.18,0
CUST_005119,21,19,0.145,0
CUST_005120,3,23,0.305,0
CUST_005121,7,18,0.29,1
CUST_005122,18,16,0.19,0
CUST_005123,16,8,0.25,0
CUST_005124,12,18,0.24,1
CUST_005125,10,21,0.245,0
CUST_005126,11,12,0.28,1
CUST_005127,10,20,0.15,0
CUST_005128,1,11,0.385,0
CUST_005129,24,21,0.105,0
CUST_005130,3,20,0.32,0
CUST_005131,7,29,0.235,0
CUST_005132,14,9,0.265,0
CUST_005133,9,17,0.175,0
CUST_005134,16,14,0.12,0
CUST_005135,21,17,0.155,1
CUST_005136,2,25,0.305,1
CUST_005137,24,22,0.02,0
CUST_005138,16,23,0.175,0
CUST_005139,6,14,0.32,0
CUST_005140,7,21,0.275,0
CUST_005141,24,15,0.135,0
CUST_005142,9,9,0.315,0
CUST_005143,21,20,0.14,0
CUST_005144,1,24,0.22,1
CUST_005145,11,36,0.16,0
CUST_005146,2,10,0.38,0
CUST_005147,2,12,0.37,0
CUST_005148,12,4,0.21,0
CUST_005149,18,19,0.175,0
CUST_005150,24,23,0.095,0
CUST_005151,18,11,0.215,1
CUST_005152,20,27,0.02,0
CUST_005153,23,19,0.125,0
CUST_005154,5,32,0.24,0
CUST_005155,21,23,0.125,0
CUST_005156,23,22,0.11,0
CUST_005157,13,15,0.245,1
CUST_005158,24,11,0.055,0
CUST_005159,24,1,0.205,0
CUST_005160,15,33,0.135,1
CUST_005161,10,16,0.27,0
CUST_005162,14,27,0.075,0
CUST_005163,16,30,0.14,0
CUST_005164,22,25,0.02,0
CUST_005165,9,14,0.19,0
CUST_005166,20,6,0.22,1
CUST_005167,18,23,0.155,0
CUST_005168,3,21,0.315,1
CUST_005169,12,24,0.21,0
CUST_005170,5,40,0.2,0
CUST_005171,19,18,0.17,0
CUST_005172,17,12,0.22,0
CUST_005173,12,17,0.145,0
CUST_005174,9,9,0.315,1
CUST_005175,23,23,0.02,0
CUST_005176,1,31,0.285,0
CUST_005177,8,24,0.25,0
CUST_005178,2,16,0.35,0
CUST_005179,2,3,0.415,0
CUST_005180,18,21,0.165,0
CUST_005181,19,28,0.12,0
CUST_005182,22,14,0.16,0
CUST_005183,22,20,0.13,0
CUST_005184,21,25,0.115,0
CUST_005185,16,25,0.165,0
CUST_005186,10,15,0.275,0
CUST_005187,24,15,0.135,0
CUST_005188,11,21,0.235,0
CUST_005189,10,13,0.285,0
CUST_005190,14,32,0.15,0
CUST_005191,2,19,0.335,0
CUST_005192,11,19,0.245,0
CUST_005193,17,16,0.2,0
CUST_005194,22,23,0.02,0
CUST_005195,23,12,0.06,0
CUST_005196,21,22,0.13,1
CUST_005197,17,17,0.095,0
CUST_005198,22,16,0.05,0
CUST_005199,3,21,0.315,1
CUST_005200,7,16,0.3,0
CUST_005201,1,16,0.36,0
CUST_005202,4,30,0.26,0
CUST_005203,23,36,0.04,0
CUST_005204,12,19,0.235,0
CUST_005205,22,11,0.075,0
CUST_005206,21,19,0.145,0
CUST_005207,8,16,0.29,0
CUST_005208,14,8,0.27,1
CUST_005209,15,22,0.09,0
CUST_005210,14,29,0.165,0
CUST_005211,24,27,0.075,0
CUST_005212,20,30,0.1,0
CUST_005213,22,0,0.13,0
CUST_005214,3,12,0.36,1
CUST_005215,5,16,0.32,0
CUST_005216,13,22,0.21,1
CUST_005217,3,12,0.26,0
CUST_005218,6,27,0.255,0
CUST_005219,4,9,0.365,0
CUST_005220,22,9,0.185,0
CUST_005221,13,16,0.24,0
CUST_005222,5,14,0.33,0
CUST_005223,10,10,0.2,0
CUST_005224,1,22,0.33,1
CUST_005225,21,28,0.1,0
