date,campaign_id,channel,campaign_type,spend,impressions,ctr,clicks,landing_page_views,add_to_cart,conversion_rate,purchases,aov,revenue,roi
2024-04-05,CMP_20240405_Google_Ads,Google Ads,Conversion,1862.79,96873,0.1067,10337,8048,1743,0.2106,367,446.61,163906.2,86.9898
2024-04-05,CMP_20240405_Meta,Meta,Conversion,13113.97,1035922,0.1241,128561,68669,10532,0.172,1811,143.73,260289.92,18.8483
2024-04-05,CMP_20240405_Email,Email,Conversion,13822.82,906182,0.106,96011,74945,10043,0.1828,1836,310.85,570720.08,40.2883
2024-04-05,CMP_20240405_Referral,Referral,Awareness,12590.13,376974,0.1294,48792,28606,4217,0.0519,218,328.68,71651.96,4.6911
2024-04-05,CMP_20240405_Organic,Organic,Conversion,7720.47,199026,0.1012,20134,13873,2060,0.2491,513,414.92,212854.54,26.5702
2024-04-05,CMP_20240405_YouTube,YouTube,Retention,5289.35,376648,0.061,22983,14937,2568,0.0929,238,233.42,55553.99,9.503
2024-04-06,CMP_20240406_Google_Ads,Google Ads,Retention,12860.38,648100,0.1328,86077,61487,11442,0.0779,891,150.29,133905.58,9.4123
2024-04-06,CMP_20240406_Meta,Meta,Awareness,8370.62,371736,0.1048,38944,24921,5641,0.1404,792,496.04,392859.91,45.9332
2024-04-06,CMP_20240406_Email,Email,Awareness,12996.22,964599,0.0889,85770,39970,3442,0.1867,642,194.97,125167.68,8.6311
2024-04-06,CMP_20240406_Referral,Referral,Conversion,7895.86,453070,0.1127,51049,36936,6775,0.2068,1401,360.34,504830.05,62.936
2024-04-06,CMP_20240406_Organic,Organic,Awareness,12448.62,630895,0.108,68122,39288,8528,0.1324,1128,381.06,429838.48,33.529
2024-04-06,CMP_20240406_YouTube,YouTube,Conversion,3900.4,265033,0.1261,33413,25275,2927,0.0854,249,410.98,102333.42,25.2367
2024-04-07,CMP_20240407_Google_Ads,Google Ads,Retention,9697.76,354898,0.1004,35622,22209,4481,0.1244,557,186.59,103929.12,9.7168
2024-04-07,CMP_20240407_Meta,Meta,Retention,5513.35,297859,0.061,18172,13101,2528,0.0882,223,361.86,80694.01,13.6361
2024-04-07,CMP_20240407_Email,Email,Conversion,2297.13,180112,0.0981,17676,10588,2889,0.1477,426,415.07,176819.68,75.9743
2024-04-07,CMP_20240407_Referral,Referral,Retention,918.6,73386,0.1291,9477,6582,988,0.1574,155,87.21,13516.8,13.7145
2024-04-07,CMP_20240407_Organic,Organic,Retention,1506.41,55339,0.0936,5181,4127,704,0.1363,95,280.91,26686.85,16.7156
2024-04-07,CMP_20240407_YouTube,YouTube,Retention,1111.54,38024,0.0533,2026,1398,222,0.1426,31,291.05,9022.7,7.1173
2024-04-08,CMP_20240408_Google_Ads,Google Ads,Retention,5852.98,205219,0.112,22986,15962,2180,0.196,427,477.87,204048.85,33.8624
2024-04-08,CMP_20240408_Meta,Meta,Retention,12277.21,366008,0.1024,37490,18719,3369,0.0729,245,469.23,114960.4,8.3637
2024-04-08,CMP_20240408_Email,Email,Awareness,7966.27,542152,0.0918,49775,27050,6460,0.159,1027,230.15,236363.93,28.6706
2024-04-08,CMP_20240408_Referral,Referral,Awareness,9723.99,686649,0.1222,83932,39925,7928,0.1248,989,164.59,162783.9,15.7405
2024-04-08,CMP_20240408_Organic,Organic,Retention,12008.6,317879,0.1071,34060,20841,2748,0.227,623,381.52,237686.55,18.793
2024-04-08,CMP_20240408_YouTube,YouTube,Conversion,1646.04,131541,0.0971,12767,10152,1394,0.1135,158,493.33,77946.79,46.3541
2024-04-09,CMP_20240409_Google_Ads,Google Ads,Conversion,1099.53,44635,0.0922,4113,2458,382,0.1672,63,206.17,12988.56,10.8129
2024-04-09,CMP_20240409_Meta,Meta,Conversion,534.74,13625,0.0873,1189,661,110,0.1893,20,236.42,4728.34,7.8424
2024-04-09,CMP_20240409_Email,Email,Conversion,2419.29,94681,0.0966,9141,5818,375,0.1705,63,376.97,23749.16,8.8166
2024-04-09,CMP_20240409_Referral,Referral,Retention,5424.32,388236,0.0795,30876,21471,5374,0.1257,675,147.25,99393.99,17.3238
2024-04-09,CMP_20240409_Organic,Organic,Awareness,8031.3,520361,0.1558,81091,46345,7617,0.1006,766,289.01,221382.92,26.565
2024-04-09,CMP_20240409_YouTube,YouTube,Conversion,4207.84,323763,0.0574,18599,11030,2444,0.0714,174,189.0,32885.14,6.8152
2024-04-10,CMP_20240410_Google_Ads,Google Ads,Conversion,2390.41,173991,0.0534,9293,4687,661,0.1793,118,435.85,51430.6,20.5153
2024-04-10,CMP_20240410_Meta,Meta,Retention,7981.64,182327,0.0893,16290,10273,2167,0.1548,335,296.36,99281.06,11.4387
2024-04-10,CMP_20240410_Email,Email,Retention,10568.57,632011,0.1012,63929,55861,8846,0.0855,756,280.45,212022.43,19.0616
2024-04-10,CMP_20240410_Referral,Referral,Retention,8553.38,433997,0.1079,46835,22781,4234,0.191,808,75.57,61062.14,6.1389
2024-04-10,CMP_20240410_Organic,Organic,Conversion,7650.29,561533,0.1067,59926,34777,4567,0.1201,548,460.66,252444.31,31.998
2024-04-10,CMP_20240410_YouTube,YouTube,Retention,11196.37,384316,0.0662,25441,18978,3463,0.0736,254,280.1,71145.57,5.3543
2024-04-11,CMP_20240411_Google_Ads,Google Ads,Conversion,4629.58,214501,0.0967,20740,13066,2604,0.0975,253,102.86,26023.8,4.6212
2024-04-11,CMP_20240411_Meta,Meta,Conversion,5909.16,439395,0.0798,35045,28789,4000,0.1044,417,375.0,156375.04,25.4632
2024-04-11,CMP_20240411_Email,Email,Retention,2982.57,224437,0.0999,22413,15504,2750,0.1879,516,121.63,62760.56,20.0424
2024-04-11,CMP_20240411_Referral,Referral,Conversion,12689.14,304296,0.1024,31169,14894,2524,0.2267,572,200.22,114525.78,8.0255
2024-04-11,CMP_20240411_Organic,Organic,Awareness,4226.45,159016,0.1249,19860,13195,1622,0.2078,336,338.83,113848.16,25.9371
2024-04-11,CMP_20240411_YouTube,YouTube,Retention,5322.36,193452,0.0837,16196,11210,2390,0.1462,349,449.92,157022.91,28.5025
2024-04-12,CMP_20240412_Google_Ads,Google Ads,Conversion,3543.37,167746,0.0872,14621,10470,2343,0.2204,516,115.4,59544.57,15.8045
2024-04-12,CMP_20240412_Meta,Meta,Conversion,10910.97,280928,0.0746,20949,9450,2299,0.1432,329,489.62,161085.6,13.7636
2024-04-12,CMP_20240412_Email,Email,Retention,9124.07,315271,0.0805,25368,19085,2503,0.1859,465,407.27,189382.74,19.7564
2024-04-12,CMP_20240412_Referral,Referral,Conversion,966.96,27359,0.1248,3415,2336,412,0.1468,60,309.04,18542.54,18.1761
2024-04-12,CMP_20240412_Organic,Organic,Retention,4136.01,298588,0.1244,37136,19453,2874,0.1395,400,274.33,109733.57,25.5312
2024-04-12,CMP_20240412_YouTube,YouTube,Conversion,9869.51,296995,0.0907,26923,13730,2302,0.0628,144,98.89,14240.57,0.4429
2024-04-13,CMP_20240413_Google_Ads,Google Ads,Conversion,11773.5,388576,0.0778,30238,16183,3045,0.0845,257,281.35,72305.8,5.1414
2024-04-13,CMP_20240413_Meta,Meta,Awareness,13502.64,300836,0.0813,24469,13370,1336,0.0955,127,139.06,17661.05,0.308
2024-04-13,CMP_20240413_Email,Email,Retention,11488.09,614186,0.0763,46864,35822,7775,0.0962,748,240.56,179938.71,14.6631
2024-04-13,CMP_20240413_Referral,Referral,Conversion,3572.18,158612,0.115,18243,9807,2017,0.1476,297,432.74,128524.12,34.9792
2024-04-13,CMP_20240413_Organic,Organic,Awareness,13934.37,317290,0.1238,39271,35272,6712,0.15,1006,483.15,486053.08,33.8816
2024-04-13,CMP_20240413_YouTube,YouTube,Retention,7951.56,342178,0.0938,32110,20117,3417,0.0571,195,163.36,31855.81,3.0062
2024-04-14,CMP_20240414_Google_Ads,Google Ads,Conversion,13725.17,336738,0.0559,18838,10270,1731,0.0858,148,276.72,40954.46,1.9839
2024-04-14,CMP_20240414_Meta,Meta,Conversion,8129.36,475812,0.103,49018,32099,5960,0.1211,721,115.51,83282.78,9.2447
2024-04-14,CMP_20240414_Email,Email,Awareness,13731.87,884889,0.1007,89115,44884,10084,0.1748,1762,177.36,312499.57,21.7572
2024-04-14,CMP_20240414_Referral,Referral,Conversion,14049.81,520505,0.1367,71157,43867,11481,0.1778,2040,403.23,822598.79,57.5487
2024-04-14,CMP_20240414_Organic,Organic,Awareness,6348.24,310504,0.1055,32760,22252,3625,0.127,460,56.85,26149.54,3.1192
2024-04-14,CMP_20240414_YouTube,YouTube,Retention,3485.05,272556,0.0761,20751,13385,1278,0.1316,168,317.97,53418.86,14.328
2024-04-15,CMP_20240415_Google_Ads,Google Ads,Awareness,14957.16,305431,0.1169,35692,22807,5094,0.1368,697,287.75,200560.53,12.409
2024-04-15,CMP_20240415_Meta,Meta,Conversion,8008.52,535000,0.0667,35676,27719,1385,0.0887,122,245.2,29914.88,2.7354
2024-04-15,CMP_20240415_Email,Email,Awareness,5015.35,350458,0.1031,36133,20341,5814,0.1562,908,472.55,429076.14,84.5526
2024-04-15,CMP_20240415_Referral,Referral,Awareness,12812.89,877255,0.1085,95215,64083,17109,0.1638,2802,109.26,306133.96,22.8927
2024-04-15,CMP_20240415_Organic,Organic,Awareness,4154.41,124241,0.1218,15133,8771,1636,0.1533,250,307.16,76789.14,17.4838
2024-04-15,CMP_20240415_YouTube,YouTube,Awareness,5212.16,127455,0.1013,12906,8027,1035,0.0886,91,340.34,30970.83,4.942
2024-04-16,CMP_20240416_Google_Ads,Google Ads,Awareness,11648.52,773876,0.0929,71926,47846,6599,0.1129,745,188.01,140069.28,11.0246
2024-04-16,CMP_20240416_Meta,Meta,Conversion,2117.95,71182,0.052,3704,2284,401,0.2368,94,253.63,23841.11,10.2567
2024-04-16,CMP_20240416_Email,Email,Retention,8988.75,302193,0.0718,21682,11331,2410,0.1162,280,341.6,95646.9,9.6407
2024-04-16,CMP_20240416_Referral,Referral,Retention,14381.24,807235,0.112,90410,42432,9261,0.1845,1709,188.68,322447.18,21.4214
2024-04-16,CMP_20240416_Organic,Organic,Conversion,7430.54,535736,0.105,56277,46317,10079,0.0989,996,51.29,51084.57,5.8749
2024-04-16,CMP_20240416_YouTube,YouTube,Conversion,12135.5,331357,0.0546,18107,11239,2034,0.1051,213,345.19,73526.31,5.0588
2024-04-17,CMP_20240417_Google_Ads,Google Ads,Conversion,2094.61,119952,0.1095,13137,8432,1935,0.1338,258,217.49,56111.6,25.7886
2024-04-17,CMP_20240417_Meta,Meta,Conversion,5225.19,209564,0.0211,4430,2894,311,0.1724,53,285.51,15131.87,1.8959
2024-04-17,CMP_20240417_Email,Email,Awareness,7673.79,325524,0.0952,30993,18323,3737,0.1523,569,59.23,33702.1,3.3918
2024-04-17,CMP_20240417_Referral,Referral,Retention,12403.91,732043,0.1082,79170,53782,11566,0.1537,1777,231.56,411480.97,32.1735
2024-04-17,CMP_20240417_Organic,Organic,Retention,12473.79,594219,0.077,45748,27532,2196,0.1522,334,107.5,35905.11,1.8784
2024-04-17,CMP_20240417_YouTube,YouTube,Awareness,6691.17,151713,0.0949,14399,8908,1882,0.1369,257,149.72,38478.11,4.7506
2024-04-18,CMP_20240418_Google_Ads,Google Ads,Conversion,3445.53,154669,0.0691,10691,6212,1695,0.2348,397,417.72,165834.47,47.1303
2024-04-18,CMP_20240418_Meta,Meta,Retention,13523.89,968334,0.0538,52077,31600,4428,0.0663,293,69.96,20497.27,0.5156
2024-04-18,CMP_20240418_Email,Email,Retention,9223.93,622328,0.1077,67014,43363,8724,0.2016,1758,415.77,730923.04,78.2421
2024-04-18,CMP_20240418_Referral,Referral,Awareness,11278.7,358151,0.1217,43573,27550,5512,0.1805,995,67.75,67406.87,4.9765
2024-04-18,CMP_20240418_Organic,Organic,Conversion,9730.12,687635,0.1231,84658,68779,12334,0.2325,2867,268.37,769404.77,78.0746
2024-04-18,CMP_20240418_YouTube,YouTube,Awareness,7699.74,172905,0.0646,11176,7527,1319,0.1068,140,108.2,15147.83,0.9673
2024-04-19,CMP_20240419_Google_Ads,Google Ads,Retention,2541.96,53123,0.0968,5142,3050,538,0.0998,53,411.35,21801.79,7.5768
2024-04-19,CMP_20240419_Meta,Meta,Retention,5776.5,132907,0.0728,9678,7002,1034,0.1605,165,196.15,32364.12,4.6027
2024-04-19,CMP_20240419_Email,Email,Awareness,2337.38,157402,0.1151,18115,11264,1899,0.1786,339,322.13,109200.88,45.7193
2024-04-19,CMP_20240419_Referral,Referral,Conversion,3894.91,146819,0.1133,16632,13306,3038,0.0947,287,404.74,116160.73,28.8237
2024-04-19,CMP_20240419_Organic,Organic,Retention,3494.33,162355,0.1246,20233,9961,2505,0.1796,449,129.87,58312.92,15.6879
2024-04-19,CMP_20240419_YouTube,YouTube,Retention,5553.47,300569,0.0734,22070,10918,2241,0.0776,173,70.44,12185.75,1.1943
2024-04-20,CMP_20240420_Google_Ads,Google Ads,Retention,13753.54,749816,0.0944,70813,44066,13095,0.1859,2434,300.53,731481.36,52.1849
2024-04-20,CMP_20240420_Meta,Meta,Conversion,4827.34,379450,0.0921,34942,20057,2427,0.1194,289,314.5,90889.08,17.828
2024-04-20,CMP_20240420_Email,Email,Awareness,12339.19,970756,0.1426,138423,100344,17157,0.081,1389,469.71,652429.6,51.8746
2024-04-20,CMP_20240420_Referral,Referral,Conversion,5100.64,379984,0.1077,40921,18682,4626,0.2148,993,490.99,487554.31,94.5869
2024-04-20,CMP_20240420_Organic,Organic,Retention,4483.93,352041,0.1207,42491,28586,4072,0.1838,748,166.6,124616.97,26.7919
2024-04-20,CMP_20240420_YouTube,YouTube,Retention,954.76,50762,0.0801,4065,1952,380,0.1487,56,317.25,17766.0,17.6078
2024-04-21,CMP_20240421_Google_Ads,Google Ads,Conversion,3687.92,144321,0.0798,11512,9241,2662,0.0911,242,64.94,15716.13,3.2615
2024-04-21,CMP_20240421_Meta,Meta,Awareness,8375.64,455784,0.0396,18036,11122,1976,0.1645,325,409.54,133099.25,14.8912
2024-04-21,CMP_20240421_Email,Email,Retention,11912.33,865549,0.1134,98179,58667,11938,0.2181,2603,295.23,768493.05,63.5124
2024-04-21,CMP_20240421_Referral,Referral,Conversion,8515.42,568683,0.1038,59045,44557,4342,0.1026,445,247.92,110324.7,11.9559
2024-04-21,CMP_20240421_Organic,Organic,Retention,10884.6,394280,0.1204,47482,34065,6224,0.0824,512,231.7,118630.03,9.8989
2024-04-21,CMP_20240421_YouTube,YouTube,Retention,5630.32,328116,0.082,26914,14218,1572,0.132,207,200.55,41513.57,6.3732
2024-04-22,CMP_20240422_Google_Ads,Google Ads,Retention,2283.77,150617,0.0721,10855,9458,1665,0.1296,215,455.04,97833.77,41.8388
2024-04-22,CMP_20240422_Meta,Meta,Awareness,6428.38,482750,0.0657,31708,20421,2832,0.1357,384,312.66,120062.38,17.6769
2024-04-22,CMP_20240422_Email,Email,Awareness,14371.21,431291,0.126,54352,42239,9530,0.1355,1291,402.05,519051.23,35.1174
2024-04-22,CMP_20240422_Referral,Referral,Retention,8805.35,652173,0.1056,68889,35972,3645,0.1779,648,130.5,84562.59,8.6035
2024-04-22,CMP_20240422_Organic,Organic,Retention,4374.96,278391,0.091,25331,16672,3125,0.197,615,91.32,56160.1,11.8367
2024-04-22,CMP_20240422_YouTube,YouTube,Conversion,11592.45,661989,0.0833,55144,27825,5391,0.0367,198,193.09,38230.95,2.2979
2024-04-23,CMP_20240423_Google_Ads,Google Ads,Conversion,9886.97,437951,0.0933,40843,21220,3031,0.1572,476,209.19,99573.16,9.0711
2024-04-23,CMP_20240423_Meta,Meta,Awareness,946.04,27227,0.1176,3200,2248,471,0.1736,81,390.51,31631.09,32.4352
2024-04-23,CMP_20240423_Email,Email,Retention,14841.88,872421,0.1008,87982,49644,8451,0.1203,1016,338.06,343472.51,22.1421
2024-04-23,CMP_20240423_Referral,Referral,Conversion,663.47,47515,0.1095,5201,3163,201,0.1639,32,107.92,3453.57,4.2053
2024-04-23,CMP_20240423_Organic,Organic,Retention,11261.3,301912,0.1017,30696,20630,4998,0.1743,870,479.57,417230.02,36.0499
2024-04-23,CMP_20240423_YouTube,YouTube,Retention,10389.07,753599,0.0816,61508,41073,9596,0.0326,313,493.61,154500.33,13.8714
2024-04-24,CMP_20240424_Google_Ads,Google Ads,Awareness,6624.8,318193,0.0768,24422,19170,5822,0.0426,247,212.88,52581.1,6.937
2024-04-24,CMP_20240424_Meta,Meta,Retention,1738.04,42989,0.0696,2993,2166,572,0.1844,105,333.42,35008.6,19.1426
2024-04-24,CMP_20240424_Email,Email,Awareness,8589.15,306993,0.0678,20799,9780,1715,0.0871,149,133.59,19905.25,1.3175
2024-04-24,CMP_20240424_Referral,Referral,Retention,2338.59,153147,0.0797,12202,9165,1557,0.1157,180,79.67,14340.73,5.1322
2024-04-24,CMP_20240424_Organic,Organic,Awareness,9481.95,709676,0.1116,79185,53852,12606,0.1644,2072,385.61,798982.71,83.2636
2024-04-24,CMP_20240424_YouTube,YouTube,Retention,13524.22,385972,0.1055,40725,19318,2404,0.1094,263,406.21,106833.49,6.8994
2024-04-25,CMP_20240425_Google_Ads,Google Ads,Awareness,13413.13,839740,0.0774,65017,38157,6483,0.1493,967,90.49,87506.16,5.5239
2024-04-25,CMP_20240425_Meta,Meta,Awareness,14695.07,309470,0.1336,41345,36808,7444,0.127,945,411.72,389076.3,25.4767
2024-04-25,CMP_20240425_Email,Email,Awareness,11183.39,258176,0.1165,30072,21384,3699,0.1245,460,105.08,48338.92,3.3224
2024-04-25,CMP_20240425_Referral,Referral,Awareness,4804.16,160703,0.1228,19727,13467,2061,0.1179,242,73.82,17864.0,2.7184
2024-04-25,CMP_20240425_Organic,Organic,Awareness,6958.37,440624,0.1377,60684,38301,7344,0.1723,1265,292.54,370063.48,52.1825
2024-04-25,CMP_20240425_YouTube,YouTube,Retention,3213.04,135496,0.1015,13758,11391,2189,0.1714,375,139.55,52332.85,15.2876
2024-04-26,CMP_20240426_Google_Ads,Google Ads,Retention,14537.68,381206,0.098,37360,23015,4690,0.2008,941,398.46,374952.79,24.7918
2024-04-26,CMP_20240426_Meta,Meta,Awareness,5672.28,343811,0.1079,37100,24473,5681,0.2344,1331,139.29,185395.41,31.6845
2024-04-26,CMP_20240426_Email,Email,Awareness,5752.9,252838,0.095,24024,18649,3107,0.2178,676,80.21,54220.43,8.4249
2024-04-26,CMP_20240426_Referral,Referral,Retention,9376.49,578932,0.1088,63008,38784,6225,0.173,1076,226.38,243583.2,24.9781
2024-04-26,CMP_20240426_Organic,Organic,Conversion,12962.6,901509,0.1072,96623,52787,8405,0.1531,1287,401.67,516955.14,38.8805
2024-04-26,CMP_20240426_YouTube,YouTube,Awareness,13374.6,736415,0.1017,74865,60204,8564,0.0692,592,430.15,254646.47,18.0396
2024-04-27,CMP_20240427_Google_Ads,Google Ads,Conversion,711.71,32875,0.1024,3367,2058,392,0.1382,54,64.65,3490.91,3.9049
2024-04-27,CMP_20240427_Meta,Meta,Awareness,1261.6,46735,0.0688,3216,1787,192,0.16,30,346.64,10399.25,7.2429
2024-04-27,CMP_20240427_Email,Email,Conversion,8581.84,530257,0.1015,53821,33830,4755,0.1337,635,419.52,266394.84,30.0417
2024-04-27,CMP_20240427_Referral,Referral,Retention,10868.62,866411,0.112,97041,72960,9419,0.1441,1357,145.1,196900.61,17.1164
2024-04-27,CMP_20240427_Organic,Organic,Retention,14666.97,498931,0.1123,56048,37634,8050,0.1699,1367,119.99,164023.59,10.1832
2024-04-27,CMP_20240427_YouTube,YouTube,Conversion,9878.3,332069,0.0827,27471,22452,2265,0.1096,248,106.14,26323.59,1.6648
2024-04-28,CMP_20240428_Google_Ads,Google Ads,Awareness,9388.58,443666,0.1015,45043,23986,3975,0.1706,678,83.94,56912.12,5.0618
2024-04-28,CMP_20240428_Meta,Meta,Conversion,5387.99,273468,0.097,26515,17084,3189,0.1728,550,158.41,87127.82,15.1707
2024-04-28,CMP_20240428_Email,Email,Awareness,13926.29,760022,0.1152,87526,71943,5816,0.145,843,292.49,246571.56,16.7055
2024-04-28,CMP_20240428_Referral,Referral,Conversion,5418.05,178186,0.1076,19178,10004,1777,0.1695,301,269.79,81205.85,13.988
2024-04-28,CMP_20240428_Organic,Organic,Retention,10765.48,262329,0.0955,25057,18637,2224,0.2078,462,425.21,196445.11,17.2477
2024-04-28,CMP_20240428_YouTube,YouTube,Conversion,4941.49,368503,0.0897,33047,20458,3052,0.0784,239,447.88,107044.43,20.6624
2024-04-29,CMP_20240429_Google_Ads,Google Ads,Retention,4901.81,223872,0.068,15221,10628,1895,0.136,257,290.49,74656.58,14.2304
2024-04-29,CMP_20240429_Meta,Meta,Conversion,2725.55,201054,0.0893,17949,10689,1959,0.1115,218,421.2,91821.59,32.6892
2024-04-29,CMP_20240429_Email,Email,Conversion,13488.83,333439,0.0911,30380,16843,3822,0.1924,735,160.95,118299.68,7.7702
2024-04-29,CMP_20240429_Referral,Referral,Conversion,8195.49,340207,0.0701,23852,22659,4321,0.1845,797,337.37,268879.97,31.8083
2024-04-29,CMP_20240429_Organic,Organic,Awareness,4695.4,361462,0.132,47705,37244,9432,0.194,1829,399.03,729816.84,154.4324
2024-04-29,CMP_20240429_YouTube,YouTube,Conversion,2109.55,143933,0.0433,6233,4389,951,0.1099,104,400.8,41683.07,18.7592
2024-04-30,CMP_20240430_Google_Ads,Google Ads,Awareness,3924.06,252009,0.1073,27031,15841,3033,0.1368,415,350.93,145636.04,36.1136
2024-04-30,CMP_20240430_Meta,Meta,Awareness,1119.5,69614,0.0487,3389,1928,285,0.1537,43,131.82,5668.27,4.0632
2024-04-30,CMP_20240430_Email,Email,Conversion,9361.6,736440,0.0986,72592,50855,10055,0.0942,946,145.4,137552.1,13.6932
2024-04-30,CMP_20240430_Referral,Referral,Retention,1671.3,76853,0.0907,6970,6144,954,0.0805,76,203.66,15478.11,8.2611
2024-04-30,CMP_20240430_Organic,Organic,Awareness,6953.86,474787,0.1007,47813,35954,9201,0.168,1546,233.97,361711.62,51.016
2024-04-30,CMP_20240430_YouTube,YouTube,Awareness,6534.31,478239,0.0832,39801,22789,7865,0.1027,807,423.52,341783.46,51.306
2024-05-01,CMP_20240501_Google_Ads,Google Ads,Awareness,12588.58,690415,0.0945,65273,48957,6308,0.1953,1232,183.56,226146.15,16.9644
2024-05-01,CMP_20240501_Meta,Meta,Conversion,2065.89,86790,0.0858,7444,3490,703,0.0842,59,484.42,28580.79,12.8346
2024-05-01,CMP_20240501_Email,Email,Awareness,6238.27,378247,0.0978,36989,27647,7615,0.173,1317,272.35,358682.51,56.4971
2024-05-01,CMP_20240501_Referral,Referral,Awareness,523.14,35860,0.0982,3522,2204,416,0.2332,97,178.89,17352.07,32.1688
2024-05-01,CMP_20240501_Organic,Organic,Conversion,13295.72,605514,0.1073,64965,43089,9016,0.1524,1374,280.88,385931.0,28.0267
2024-05-01,CMP_20240501_YouTube,YouTube,Retention,14252.1,1131990,0.0596,67518,37065,8344,0.1559,1300,115.59,150269.47,9.5437
2024-05-02,CMP_20240502_Google_Ads,Google Ads,Retention,4882.49,306849,0.0853,26176,17261,2745,0.169,463,162.08,75040.87,14.3694
2024-05-02,CMP_20240502_Meta,Meta,Awareness,8986.82,695624,0.0529,36791,24249,6438,0.1625,1046,398.28,416601.73,45.357
2024-05-02,CMP_20240502_Email,Email,Retention,13135.41,694382,0.0658,45688,29414,2331,0.1498,349,304.01,106098.51,7.0773
2024-05-02,CMP_20240502_Referral,Referral,Retention,11455.42,774735,0.1213,94003,58372,11279,0.2421,2730,431.87,1179014.99,101.922
2024-05-02,CMP_20240502_Organic,Organic,Conversion,9191.81,506065,0.1255,63529,52769,14319,0.2269,3249,194.92,633286.84,67.8968
2024-05-02,CMP_20240502_YouTube,YouTube,Retention,5694.07,335154,0.0845,28322,23202,4677,0.0553,258,417.72,107770.58,17.9268
2024-05-03,CMP_20240503_Google_Ads,Google Ads,Retention,12545.66,419962,0.1152,48364,26203,5953,0.1452,864,264.95,228919.67,17.2469
2024-05-03,CMP_20240503_Meta,Meta,Retention,12876.56,1001647,0.0838,83946,50487,11004,0.1307,1438,317.42,456444.21,34.4477
2024-05-03,CMP_20240503_Email,Email,Retention,7785.17,282226,0.0832,23479,11145,2676,0.1566,419,113.14,47407.35,5.0894
2024-05-03,CMP_20240503_Referral,Referral,Conversion,10674.97,767652,0.1113,85448,59236,8724,0.1867,1628,221.9,361246.88,32.8406
2024-05-03,CMP_20240503_Organic,Organic,Awareness,6485.44,148649,0.1035,15383,11391,3568,0.1913,682,281.88,192242.57,28.6422
2024-05-03,CMP_20240503_YouTube,YouTube,Retention,6163.29,190261,0.0753,14324,8939,1146,0.1349,154,290.26,44700.37,6.2527
2024-05-04,CMP_20240504_Google_Ads,Google Ads,Awareness,2350.03,134156,0.0948,12719,6985,1366,0.1274,174,72.49,12613.43,4.3673
2024-05-04,CMP_20240504_Meta,Meta,Retention,4000.57,154933,0.1014,15713,11245,1182,0.1704,201,167.71,33709.07,7.4261
2024-05-04,CMP_20240504_Email,Email,Conversion,9497.95,636239,0.1378,87645,40556,10390,0.1344,1396,128.67,179616.55,17.9111
2024-05-04,CMP_20240504_Referral,Referral,Conversion,1366.2,44163,0.1349,5956,2590,278,0.171,47,153.88,7232.17,4.2936
2024-05-04,CMP_20240504_Organic,Organic,Retention,8340.29,286072,0.0637,18220,9329,1124,0.1329,149,299.02,44553.93,4.342
2024-05-04,CMP_20240504_YouTube,YouTube,Awareness,9045.11,485533,0.0554,26904,19447,4675,0.1188,555,377.51,209519.2,22.1638
2024-05-05,CMP_20240505_Google_Ads,Google Ads,Retention,9219.6,234589,0.135,31679,22287,4051,0.124,502,213.44,107145.8,10.6215
2024-05-05,CMP_20240505_Meta,Meta,Awareness,2079.75,104346,0.0805,8398,5741,1477,0.0772,114,382.83,43642.98,19.9848
2024-05-05,CMP_20240505_Email,Email,Awareness,11351.16,533932,0.0691,36880,25636,3121,0.1563,487,496.56,241826.18,20.3041
2024-05-05,CMP_20240505_Referral,Referral,Conversion,14276.09,834608,0.1404,117174,90075,11320,0.1321,1495,291.56,435886.33,29.5326
2024-05-05,CMP_20240505_Organic,Organic,Awareness,4575.45,288180,0.1129,32542,22593,5913,0.1571,928,113.62,105442.66,22.0453
2024-05-05,CMP_20240505_YouTube,YouTube,Awareness,10560.18,674449,0.0901,60784,24298,3160,0.0545,172,315.1,54196.76,4.1322
2024-05-06,CMP_20240506_Google_Ads,Google Ads,Conversion,9309.88,359461,0.0803,28874,18269,3751,0.1926,722,311.71,225053.05,23.1736
2024-05-06,CMP_20240506_Meta,Meta,Conversion,14222.95,474219,0.0887,42064,31784,5993,0.1341,803,142.93,114770.6,7.0694
2024-05-06,CMP_20240506_Email,Email,Retention,8523.5,599566,0.0764,45785,23771,4883,0.1228,599,143.28,85826.58,9.0694
2024-05-06,CMP_20240506_Referral,Referral,Awareness,10055.8,612822,0.0954,58488,37504,7140,0.1858,1326,133.36,176830.99,16.585
2024-05-06,CMP_20240506_Organic,Organic,Retention,2170.26,46488,0.1135,5275,4585,556,0.181,100,314.93,31493.05,13.5112
2024-05-06,CMP_20240506_YouTube,YouTube,Retention,13832.54,970925,0.0769,74705,48392,7256,0.0895,649,93.47,60664.35,3.3856
2024-05-07,CMP_20240507_Google_Ads,Google Ads,Awareness,13763.02,595766,0.0827,49252,25597,6026,0.1634,984,309.4,304451.78,21.121
2024-05-07,CMP_20240507_Meta,Meta,Conversion,5165.29,292968,0.1093,32033,21911,3910,0.0985,385,432.03,166330.37,31.2015
2024-05-07,CMP_20240507_Email,Email,Retention,2610.39,172275,0.075,12919,8445,2052,0.1178,241,220.32,53098.23,19.3411
