customer_id,signup_date,age,gender,income,segment,signup_channel,contract_type
CUST_002178,2024-10-01,49,Male,85592,SME,Email,Monthly
CUST_002179,2024-11-03,43,Female,93598,SME,Meta,Monthly
CUST_002180,2024-12-03,26,Female,110810,Individual,Meta,Quarterly
CUST_002181,2025-05-22,44,Male,103666,Individual,Organic,Monthly
CUST_002182,2024-08-01,36,Female,104846,SME,Organic,Quarterly
CUST_002183,2024-12-02,49,Female,122063,SME,Meta,Monthly
CUST_002184,2024-03-10,30,Female,120871,Individual,Referral,Quarterly
CUST_002185,2025-02-15,63,Male,27377,Individual,Google Ads,Monthly
CUST_002186,2024-12-15,26,Male,101574,Individual,Meta,Monthly
CUST_002187,2024-07-22,24,Female,74607,Individual,Meta,Monthly
CUST_002188,2025-12-25,38,Male,111901,Enterprise,Google Ads,Quarterly
CUST_002189,2025-03-31,39,Male,110360,SME,YouTube,Monthly
CUST_002190,2025-04-28,41,Male,93903,Individual,Email,Monthly
CUST_002191,2025-04-06,45,Male,87664,Individual,Google Ads,Monthly
CUST_002192,2025-05-29,66,Male,66947,Individual,YouTube,Monthly
CUST_002193,2024-12-16,37,Male,76880,Individual,Organic,Annual
CUST_002194,2024-12-22,30,Male,106785,Individual,YouTube,Annual
CUST_002195,2024-09-11,24,Male,80727,Individual,Google Ads,Annual
CUST_002196,2024-10-02,42,Male,28507,Individual,Referral,Quarterly
CUST_002197,2025-10-31,37,Female,77732,SME,Email,Quarterly
CUST_002198,2025-11-02,28,Female,51440,Individual,YouTube,Quarterly
CUST_002199,2025-07-24,65,Female,109461,Individual,YouTube,Monthly
CUST_002200,2025-05-06,31,Female,96054,Enterprise,Organic,Monthly
CUST_002201,2025-04-02,58,Female,145081,Individual,YouTube,Monthly
CUST_002202,2025-09-15,53,Female,123591,Individual,Email,Monthly
CUST_002203,2025-08-18,27,Male,140862,SME,Google Ads,Annual
CUST_002204,2024-11-16,67,Female,93177,Individual,Google Ads,Monthly
CUST_002205,2024-06-23,43,Female,83472,Enterprise,Email,Quarterly
CUST_002206,2025-12-11,22,Male,62220,Individual,YouTube,Quarterly
CUST_002207,2024-04-16,65,Female,22016,Individual,YouTube,Quarterly
CUST_002208,2024-08-22,22,Female,124710,SME,Google Ads,Monthly
CUST_002209,2024-01-25,64,Male,125623,Individual,Google Ads,Annual
CUST_002210,2024-08-20,52,Female,39798,Individual,YouTube,Monthly
CUST_002211,2025-09-05,33,Male,74567,SME,Referral,Monthly
CUST_002212,2025-02-15,22,Male,67109,SME,YouTube,Monthly
CUST_002213,2024-03-15,56,Female,99233,Individual,YouTube,Monthly
CUST_002214,2024-11-12,54,Male,127089,Enterprise,YouTube,Annual
CUST_002215,2025-10-04,54,Female,115525,Individual,YouTube,Quarterly
CUST_002216,2024-03-19,55,Male,20868,Individual,Email,Quarterly
CUST_002217,2024-11-01,35,Male,54512,SME,Email,Monthly
CUST_002218,2025-04-26,46,Female,123393,Individual,YouTube,Monthly
CUST_002219,2025-10-26,30,Female,41038,Enterprise,Email,Monthly
CUST_002220,2025-06-02,43,Female,37996,SME,Referral,Monthly
CUST_002221,2025-08-13,51,Male,86617,Enterprise,Organic,Monthly
CUST_002222,2025-07-09,28,Female,138048,Individual,Google Ads,Quarterly
CUST_002223,2025-02-06,26,Male,34639,Individual,Email,Monthly
CUST_002224,2025-03-19,24,Male,80635,Individual,Meta,Monthly
CUST_002225,2025-06-30,22,Male,64406,Individual,Meta,Annual
CUST_002226,2024-07-03,36,Male,121440,Enterprise,Meta,Monthly
CUST_002227,2024-08-22,19,Male,47740,SME,Referral,Quarterly
CUST_002228,2024-07-24,22,Female,142196,SME,Referral,Monthly
CUST_002229,2024-02-03,48,Female,22708,SME,Email,Monthly
CUST_002230,2024-08-27,50,Female,37881,SME,Google Ads,Annual
CUST_002231,2024-11-26,67,Male,54314,Individual,Google Ads,Monthly
CUST_002232,2025-08-25,33,Female,99509,SME,Google Ads,Monthly
CUST_002233,2024-10-30,52,Female,146525,Individual,YouTube,Monthly
CUST_002234,2025-06-15,60,Male,44524,Enterprise,YouTube,Monthly
CUST_002235,2025-04-29,44,Female,143971,Individual,Organic,Quarterly
CUST_002236,2025-09-06,57,Female,58255,SME,YouTube,Monthly
CUST_002237,2025-08-05,63,Female,83865,Individual,Meta,Monthly
CUST_002238,2024-02-29,30,Female,53800,Individual,Organic,Monthly
CUST_002239,2025-06-09,56,Male,76232,SME,Meta,Monthly
CUST_002240,2024-12-29,69,Female,92358,SME,Google Ads,Monthly
CUST_002241,2025-01-11,45,Male,25738,Enterprise,Meta,Annual
CUST_002242,2025-08-11,55,Female,110744,Enterprise,Referral,Monthly
CUST_002243,2025-07-26,64,Male,58575,Enterprise,Organic,Monthly
CUST_002244,2025-03-25,52,Male,100781,Individual,Google Ads,Monthly
CUST_002245,2025-04-20,62,Female,50482,SME,Meta,Monthly
CUST_002246,2025-09-04,28,Male,95350,Individual,Organic,Annual
CUST_002247,2024-02-13,30,Female,31218,SME,Email,Monthly
CUST_002248,2024-05-14,34,Female,50921,Individual,YouTube,Monthly
CUST_002249,2025-11-15,52,Male,87612,Individual,Organic,Quarterly
CUST_002250,2024-06-11,50,Female,128619,Individual,Meta,Quarterly
CUST_002251,2025-09-15,41,Female,133838,Enterprise,Referral,Annual
CUST_002252,2025-12-15,20,Female,148517,Individual,Meta,Annual
CUST_002253,2024-07-12,20,Male,31991,Individual,YouTube,Monthly
CUST_002254,2025-12-29,61,Male,142784,SME,Organic,Quarterly
CUST_002255,2025-11-27,23,Male,53362,Individual,Meta,Monthly
CUST_002256,2025-09-06,53,Female,23201,Enterprise,YouTube,Quarterly
CUST_002257,2024-12-03,37,Female,121982,Individual,Google Ads,Monthly
CUST_002258,2025-02-24,31,Female,78235,Individual,Meta,Monthly
CUST_002259,2024-08-04,49,Female,40654,Individual,Meta,Monthly
CUST_002260,2025-03-25,52,Female,21218,Individual,Meta,Quarterly
CUST_002261,2025-08-07,43,Male,137426,Individual,Referral,Monthly
CUST_002262,2025-02-18,18,Female,36878,SME,Organic,Quarterly
CUST_002263,2025-01-10,28,Male,51740,Individual,YouTube,Annual
CUST_002264,2025-10-19,63,Female,53431,Individual,Meta,Monthly
CUST_002265,2024-08-31,34,Female,28831,Individual,Organic,Monthly
CUST_002266,2024-03-28,23,Male,57170,Individual,Referral,Quarterly
CUST_002267,2024-05-13,61,Female,82188,Individual,Meta,Quarterly
CUST_002268,2024-02-18,25,Female,79076,Enterprise,Google Ads,Quarterly
CUST_002269,2025-08-08,33,Female,100739,Individual,Email,Annual
CUST_002270,2024-03-22,54,Female,46898,SME,Email,Monthly
CUST_002271,2025-04-20,20,Female,98590,Individual,Referral,Monthly
CUST_002272,2024-02-25,48,Male,47892,Individual,Meta,Monthly
CUST_002273,2024-05-29,31,Male,24478,Individual,Referral,Monthly
CUST_002274,2025-09-28,21,Female,41730,SME,Email,Monthly
CUST_002275,2025-01-04,29,Male,57321,Individual,Google Ads,Monthly
CUST_002276,2025-11-26,26,Male,86422,SME,Google Ads,Quarterly
CUST_002277,2025-08-19,28,Male,23591,SME,YouTube,Quarterly
CUST_002278,2025-12-01,56,Male,22631,SME,Email,Monthly
CUST_002279,2024-02-06,36,Male,46014,Individual,YouTube,Annual
CUST_002280,2024-10-04,53,Male,79300,Individual,Meta,Monthly
CUST_002281,2025-07-08,45,Female,141747,SME,Organic,Monthly
CUST_002282,2024-05-13,49,Male,117552,Individual,Referral,Quarterly
CUST_002283,2024-04-12,19,Female,105548,Individual,Referral,Quarterly
CUST_002284,2024-04-30,18,Female,109848,Individual,Email,Annual
CUST_002285,2025-03-24,31,Male,136957,Enterprise,Meta,Quarterly
CUST_002286,2024-06-22,21,Male,23273,Individual,Meta,Quarterly
CUST_002287,2025-06-06,67,Male,21080,Individual,YouTube,Monthly
CUST_002288,2024-08-14,49,Male,20639,Enterprise,Referral,Monthly
CUST_002289,2025-12-21,43,Female,145801,Individual,Organic,Quarterly
CUST_002290,2024-06-26,33,Male,147378,Enterprise,Email,Monthly
CUST_002291,2025-04-26,61,Male,96815,Individual,Meta,Monthly
CUST_002292,2024-02-27,56,Female,127012,Enterprise,Organic,Monthly
CUST_002293,2025-04-22,30,Male,143279,Individual,YouTube,Monthly
CUST_002294,2025-09-23,33,Male,100974,Enterprise,Referral,Annual
CUST_002295,2024-09-30,29,Female,62816,SME,Google Ads,Monthly
CUST_002296,2025-09-17,68,Male,104977,Individual,Google Ads,Annual
CUST_002297,2025-08-15,29,Male,20045,SME,YouTube,Annual
CUST_002298,2024-12-29,19,Female,29854,Individual,YouTube,Monthly
CUST_002299,2024-02-09,50,Female,98824,SME,Meta,Quarterly
CUST_002300,2025-05-31,58,Male,140461,Individual,Organic,Monthly
CUST_002301,2025-07-04,60,Female,66009,Individual,Email,Quarterly
CUST_002302,2025-11-23,39,Female,140827,Individual,Google Ads,Monthly
CUST_002303,2024-11-12,28,Male,147319,Individual,Google Ads,Annual
CUST_002304,2024-09-28,55,Male,34037,Enterprise,Email,Quarterly
CUST_002305,2024-08-21,43,Male,110995,Individual,Organic,Monthly
CUST_002306,2025-09-03,35,Male,38715,SME,Referral,Monthly
CUST_002307,2024-03-24,46,Male,144697,SME,Organic,Quarterly
CUST_002308,2024-01-29,26,Male,141293,Individual,Organic,Annual
CUST_002309,2024-10-17,49,Female,79330,SME,YouTube,Quarterly
CUST_002310,2024-02-14,37,Female,115287,Individual,YouTube,Quarterly
CUST_002311,2024-01-07,47,Male,137433,Enterprise,YouTube,Annual
CUST_002312,2024-10-08,32,Female,60239,Individual,Organic,Monthly
CUST_002313,2024-04-15,50,Male,61400,Individual,Email,Quarterly
CUST_002314,2024-07-20,51,Male,135712,SME,Referral,Annual
CUST_002315,2025-08-05,50,Male,23199,SME,Referral,Monthly
CUST_002316,2025-01-31,32,Female,84541,SME,Organic,Quarterly
CUST_002317,2025-04-19,29,Male,134463,Individual,Referral,Monthly
CUST_002318,2024-05-10,37,Male,61271,Individual,YouTube,Annual
CUST_002319,2024-03-10,67,Female,143128,Individual,Meta,Quarterly
CUST_002320,2025-08-21,43,Female,43401,Individual,Referral,Monthly
CUST_002321,2025-02-17,27,Male,21942,SME,Referral,Annual
CUST_002322,2024-04-29,35,Male,43450,Individual,Meta,Monthly
CUST_002323,2025-07-01,45,Female,122004,SME,Meta,Quarterly
CUST_002324,2024-12-02,22,Female,54890,Individual,Email,Annual
CUST_002325,2025-07-20,56,Male,89284,SME,Meta,Monthly
CUST_002326,2024-11-27,39,Male,65950,SME,Referral,Quarterly
CUST_002327,2025-02-10,56,Female,41173,Enterprise,Email,Quarterly
CUST_002328,2025-11-06,52,Female,145614,Individual,YouTube,Monthly
CUST_002329,2024-03-16,52,Female,126128,Individual,Organic,Annual
CUST_002330,2024-07-26,34,Male,75309,SME,Meta,Monthly
CUST_002331,2024-10-22,57,Male,80598,SME,Meta,Monthly
CUST_002332,2025-10-24,31,Male,22682,Enterprise,YouTube,Monthly
CUST_002333,2024-02-15,34,Male,60491,Individual,Google Ads,Annual
CUST_002334,2025-01-08,21,Male,82919,Individual,Meta,Quarterly
CUST_002335,2025-10-06,28,Female,149269,Individual,Organic,Monthly
CUST_002336,2024-09-30,47,Female,66489,SME,Referral,Monthly
CUST_002337,2024-06-07,51,Male,96286,SME,Organic,Annual
CUST_002338,2024-12-30,44,Male,120757,Individual,Organic,Annual
CUST_002339,2024-04-07,19,Male,111903,SME,Referral,Monthly
CUST_002340,2024-05-08,22,Male,34035,Individual,YouTube,Annual
CUST_002341,2024-07-04,61,Male,74850,Individual,Email,Quarterly
CUST_002342,2025-09-23,25,Male,138178,Individual,Email,Annual
CUST_002343,2025-11-25,33,Male,26611,SME,Organic,Quarterly
CUST_002344,2024-12-19,53,Female,78745,Individual,YouTube,Quarterly
CUST_002345,2024-03-30,34,Male,62840,SME,Organic,Quarterly
CUST_002346,2025-03-31,44,Male,60108,SME,YouTube,Annual
CUST_002347,2024-09-20,37,Female,88578,SME,Email,Annual
CUST_002348,2025-10-10,23,Female,138915,Enterprise,Referral,Quarterly
CUST_002349,2025-03-30,24,Male,122318,Enterprise,Meta,Monthly
CUST_002350,2024-12-24,32,Female,81710,SME,YouTube,Quarterly
CUST_002351,2025-01-30,31,Male,24369,Individual,YouTube,Monthly
CUST_002352,2025-12-10,57,Male,60883,Individual,Referral,Annual
CUST_002353,2024-07-05,63,Female,70272,Individual,Google Ads,Monthly
CUST_002354,2024-07-20,53,Male,102641,Enterprise,Meta,Monthly
CUST_002355,2024-08-09,40,Male,70877,SME,YouTube,Monthly
CUST_002356,2025-07-31,40,Male,99522,Individual,Google Ads,Monthly
CUST_002357,2024-08-30,62,Male,41725,SME,Email,Quarterly
CUST_002358,2024-06-01,19,Male,56080,Individual,YouTube,Annual
CUST_002359,2025-10-01,38,Female,140283,Individual,Google Ads,Quarterly
CUST_002360,2025-07-13,39,Female,85898,Individual,Organic,Monthly
CUST_002361,2024-01-15,19,Female,144983,SME,Referral,Monthly
CUST_002362,2025-12-05,35,Female,94935,SME,Referral,Monthly
CUST_002363,2025-12-06,61,Female,34776,Individual,Referral,Quarterly
CUST_002364,2024-04-18,48,Female,144422,Individual,YouTube,Annual
CUST_002365,2024-04-24,22,Female,20908,SME,YouTube,Annual
CUST_002366,2025-05-04,67,Male,62103,SME,Referral,Monthly
CUST_002367,2025-03-09,56,Male,63060,Individual,Referral,Monthly
CUST_002368,2024-12-26,45,Male,138671,Individual,Email,Annual
CUST_002369,2024-11-18,52,Female,81404,SME,Referral,Monthly
CUST_002370,2025-07-05,39,Male,105751,Individual,Referral,Monthly
CUST_002371,2025-05-26,19,Female,86567,Individual,Meta,Monthly
CUST_002372,2025-01-14,26,Male,37868,Individual,Email,Monthly
CUST_002373,2025-08-03,67,Male,74649,Individual,YouTube,Quarterly
CUST_002374,2024-07-14,68,Female,68166,Individual,Google Ads,Monthly
CUST_002375,2025-02-02,57,Male,75235,Individual,Referral,Monthly
CUST_002376,2025-11-07,42,Male,103468,SME,Google Ads,Monthly
CUST_002377,2024-04-02,25,Female,31055,Individual,Referral,Quarterly
CUST_002378,2025-04-11,38,Male,84274,Individual,Meta,Quarterly
CUST_002379,2025-08-07,52,Female,70547,SME,Organic,Annual
CUST_002380,2025-11-27,25,Male,25967,Individual,Organic,Quarterly
CUST_002381,2024-12-10,40,Male,48069,SME,Meta,Annual
CUST_002382,2025-06-11,40,Male,98629,Individual,Referral,Quarterly
CUST_002383,2024-12-30,67,Male,109622,Individual,Organic,Annual
CUST_002384,2025-11-26,62,Female,122229,SME,Meta,Quarterly
CUST_002385,2025-10-17,67,Male,122208,Individual,Referral,Monthly
CUST_002386,2024-09-24,25,Male,128718,Individual,YouTube,Annual
CUST_002387,2024-04-25,61,Male,24860,Individual,Google Ads,Monthly
CUST_002388,2024-03-18,24,Female,141449,Individual,Referral,Monthly
CUST_002389,2024-03-19,36,Female,81336,Enterprise,Referral,Quarterly
CUST_002390,2025-01-15,44,Male,146248,Individual,Meta,Monthly
CUST_002391,2024-02-11,41,Male,58187,Individual,Referral,Quarterly
CUST_002392,2024-05-30,47,Female,26858,Individual,Google Ads,Quarterly
CUST_002393,2025-03-10,24,Female,74240,SME,Email,Annual
CUST_002394,2024-05-28,52,Female,78046,Enterprise,Meta,Monthly
CUST_002395,2025-02-08,47,Female,38394,Individual,Organic,Quarterly
CUST_002396,2024-02-14,58,Male,102971,Individual,Referral,Monthly
CUST_002397,2024-06-19,38,Male,133141,Individual,Meta,Annual
CUST_002398,2024-12-11,34,Female,69107,SME,Google Ads,Monthly
CUST_002399,2025-09-28,22,Female,125494,Enterprise,YouTube,Monthly
CUST_002400,2024-04-24,28,Male,96421,SME,Referral,Monthly
CUST_002401,2025-04-15,52,Male,102979,Individual,Referral,Monthly
CUST_002402,2025-09-17,24,Male,62719,SME,Email,Monthly
CUST_002403,2024-03-18,19,Male,117869,Individual,Email,Monthly
CUST_002404,2024-07-08,30,Female,143371,Enterprise,Google Ads,Annual
CUST_002405,2024-10-26,65,Male,126292,SME,Email,Monthly
CUST_002406,2024-02-07,25,Female,82708,SME,Organic,Quarterly
CUST_002407,2024-04-11,66,Female,125037,Individual,YouTube,Monthly
CUST_002408,2024-09-21,56,Female,42873,SME,Google Ads,Monthly
CUST_002409,2024-03-14,38,Female,137213,SME,Organic,Monthly
CUST_002410,2025-04-24,19,Male,28302,Individual,Google Ads,Monthly
CUST_002411,2024-12-26,23,Female,47219,Individual,YouTube,Monthly
CUST_002412,2025-09-02,47,Male,29821,Individual,Referral,Annual
CUST_002413,2025-12-16,51,Female,125815,Individual,YouTube,Monthly
CUST_002414,2025-06-27,65,Female,94944,SME,Email,Quarterly
CUST_002415,2025-11-15,42,Female,27704,Individual,YouTube,Quarterly
CUST_002416,2025-10-31,57,Female,26565,SME,YouTube,Quarterly
CUST_002417,2025-08-04,36,Male,64322,SME,Google Ads,Monthly
CUST_002418,2024-12-17,27,Male,80955,Individual,YouTube,Annual
CUST_002419,2025-07-24,38,Female,101662,Enterprise,Google Ads,Monthly
CUST_002420,2024-01-19,61,Male,96586,Individual,YouTube,Monthly
CUST_002421,2025-02-20,21,Female,111250,SME,Google Ads,Annual
CUST_002422,2024-09-07,27,Female,43765,SME,Organic,Monthly
CUST_002423,2024-11-03,65,Female,113012,Enterprise,Referral,Quarterly
CUST_002424,2025-05-02,22,Male,91540,SME,Referral,Monthly
CUST_002425,2025-02-28,27,Male,114376,Individual,Google Ads,Annual
CUST_002426,2025-09-16,68,Male,109328,Enterprise,Meta,Monthly
CUST_002427,2024-12-23,39,Male,63473,Individual,Google Ads,Quarterly
CUST_002428,2024-07-12,37,Male,75916,Individual,Referral,Annual
CUST_002429,2025-11-15,53,Male,74145,Individual,Referral,Quarterly
CUST_002430,2024-09-08,52,Male,84037,Individual,Meta,Monthly
CUST_002431,2024-08-28,58,Female,131653,Individual,Email,Annual
CUST_002432,2025-06-08,67,Female,112676,Individual,Email,Monthly
CUST_002433,2024-03-08,42,Female,78122,Enterprise,YouTube,Monthly
CUST_002434,2025-04-29,41,Male,30662,Individual,Referral,Monthly
CUST_002435,2025-04-17,33,Female,62213,SME,YouTube,Annual
CUST_002436,2024-05-31,25,Female,144698,Individual,Google Ads,Quarterly
CUST_002437,2025-01-02,58,Male,145464,Individual,Referral,Annual
CUST_002438,2024-06-21,62,Male,54136,Individual,Meta,Monthly
CUST_002439,2025-06-20,30,Female,105404,Individual,Organic,Quarterly
CUST_002440,2024-08-04,30,Male,73389,Individual,YouTube,Quarterly
CUST_002441,2025-07-04,64,Female,143552,Individual,Email,Quarterly
CUST_002442,2024-04-21,67,Female,91854,SME,Google Ads,Monthly
CUST_002443,2024-08-30,68,Female,68634,Enterprise,YouTube,Monthly
CUST_002444,2025-07-26,44,Female,144403,SME,Google Ads,Quarterly
CUST_002445,2024-08-30,46,Male,54474,Individual,Google Ads,Annual
CUST_002446,2024-10-09,25,Female,59115,SME,Meta,Monthly
CUST_002447,2024-04-07,68,Female,92048,Individual,Organic,Quarterly
CUST_002448,2024-01-01,44,Male,115737,Individual,Organic,Monthly
CUST_002449,2025-11-13,40,Male,126941,Individual,Email,Monthly
CUST_002450,2025-01-18,58,Male,116622,SME,Organic,Monthly
CUST_002451,2024-05-15,33,Male,38615,Individual,Google Ads,Quarterly
CUST_002452,2024-07-10,62,Male,90478,SME,Google Ads,Monthly
CUST_002453,2024-08-09,26,Female,102629,SME,Meta,Annual
CUST_002454,2024-01-25,32,Female,20026,SME,Email,Monthly
CUST_002455,2024-01-05,47,Female,62082,Individual,Referral,Quarterly
CUST_002456,2024-03-02,47,Male,47685,SME,YouTube,Annual
CUST_002457,2024-06-25,35,Female,86332,Individual,Referral,Monthly
CUST_002458,2024-06-17,58,Male,55985,Individual,Organic,Annual
CUST_002459,2025-05-06,29,Male,37903,SME,Referral,Monthly
CUST_002460,2025-12-20,20,Male,57822,SME,Google Ads,Monthly
CUST_002461,2024-04-04,62,Male,130078,Individual,Email,Quarterly
CUST_002462,2025-01-11,44,Male,95174,Individual,Email,Quarterly
CUST_002463,2025-01-07,50,Female,45822,Enterprise,Referral,Monthly
CUST_002464,2025-01-01,48,Female,141246,Individual,Organic,Annual
CUST_002465,2025-05-21,69,Male,112862,Individual,YouTube,Quarterly
CUST_002466,2024-09-29,19,Female,111277,Individual,Meta,Monthly
CUST_002467,2025-02-07,38,Female,121165,Individual,Referral,Annual
CUST_002468,2025-02-27,65,Female,124531,Individual,Referral,Annual
CUST_002469,2024-01-12,26,Female,33200,SME,Organic,Monthly
CUST_002470,2024-09-10,34,Male,111685,Individual,YouTube,Quarterly
CUST_002471,2025-11-06,68,Male,127938,SME,Google Ads,Annual
CUST_002472,2025-06-15,39,Female,40765,SME,Meta,Monthly
CUST_002473,2025-09-29,25,Male,148489,Individual,YouTube,Monthly
CUST_002474,2024-12-08,67,Male,81471,Individual,Organic,Annual
CUST_002475,2024-07-24,64,Female,77263,SME,Email,Monthly
CUST_002476,2025-10-02,54,Male,117898,SME,Google Ads,Annual
CUST_002477,2024-05-04,53,Female,37215,Enterprise,Email,Monthly
CUST_002478,2025-03-27,56,Female,126759,Individual,Referral,Annual
CUST_002479,2025-01-25,34,Female,120181,Individual,Referral,Quarterly
CUST_002480,2024-10-07,63,Male,131359,Individual,Organic,Quarterly
CUST_002481,2025-11-22,69,Female,80664,Individual,Email,Quarterly
CUST_002482,2025-05-11,53,Male,131658,Individual,Organic,Monthly
CUST_002483,2024-06-20,33,Female,68155,Individual,YouTube,Annual
CUST_002484,2025-07-10,36,Male,44241,Enterprise,Email,Annual
CUST_002485,2024-05-02,27,Male,38680,Individual,Organic,Quarterly
CUST_002486,2024-11-24,69,Male,24329,Individual,Organic,Quarterly
CUST_002487,2025-09-27,43,Female,124969,SME,YouTube,Monthly
CUST_002488,2025-08-18,30,Male,138728,SME,Meta,Monthly
CUST_002489,2024-06-21,26,Female,73270,Individual,Google Ads,Monthly
CUST_002490,2025-12-19,46,Male,105587,Individual,Referral,Annual
CUST_002491,2024-05-14,37,Female,142790,Enterprise,YouTube,Monthly
CUST_002492,2024-01-02,30,Male,126471,SME,Google Ads,Monthly
CUST_002493,2024-01-28,51,Female,127271,Individual,Meta,Monthly
CUST_002494,2025-08-02,59,Female,107745,Individual,Organic,Annual
CUST_002495,2024-04-10,29,Female,88315,SME,YouTube,Monthly
CUST_002496,2024-12-10,43,Female,113361,Individual,Google Ads,Annual
CUST_002497,2024-01-21,65,Female,57956,SME,YouTube,Quarterly
CUST_002498,2024-08-26,66,Female,21511,SME,Email,Quarterly
CUST_002499,2024-10-21,67,Female,130424,Enterprise,YouTube,Monthly
CUST_002500,2024-12-15,42,Female,113059,Individual,Meta,Quarterly
CUST_002501,2024-08-30,18,Female,23260,Enterprise,Meta,Quarterly
CUST_002502,2025-04-21,51,Male,28155,SME,Google Ads,Monthly
CUST_002503,2024-05-17,21,Male,93352,Individual,Meta,Quarterly
CUST_002504,2024-09-21,60,Female,43384,SME,Organic,Quarterly
CUST_002505,2025-02-19,28,Female,99858,Individual,Organic,Monthly
CUST_002506,2025-03-19,37,Male,79241,SME,Organic,Quarterly
CUST_002507,2025-09-19,23,Female,60379,SME,Google Ads,Quarterly
CUST_002508,2025-01-20,39,Female,118303,Individual,Referral,Quarterly
CUST_002509,2024-10-31,18,Male,106813,Individual,Organic,Quarterly
CUST_002510,2024-04-11,38,Male,146381,Individual,Organic,Annual
CUST_002511,2025-10-26,62,Male,146610,Individual,Google Ads,Quarterly
CUST_002512,2025-11-12,23,Female,107681,Individual,Google Ads,Monthly
CUST_002513,2024-03-05,22,Male,94526,Individual,YouTube,Monthly
CUST_002514,2024-01-17,32,Male,105180,SME,Organic,Monthly
CUST_002515,2025-05-30,63,Male,89537,Individual,Email,Monthly
CUST_002516,2024-07-10,28,Male,104437,Individual,YouTube,Monthly
CUST_002517,2025-09-22,38,Female,92597,Individual,Google Ads,Monthly
CUST_002518,2024-06-20,22,Female,114410,SME,Meta,Monthly
CUST_002519,2025-09-03,56,Female,44365,SME,YouTube,Monthly
CUST_002520,2025-11-21,23,Female,125711,Enterprise,Meta,Monthly
CUST_002521,2024-01-05,68,Female,99183,SME,Meta,Quarterly
CUST_002522,2024-12-02,28,Female,143160,Individual,YouTube,Monthly
CUST_002523,2025-06-08,28,Female,131074,Individual,Organic,Monthly
CUST_002524,2024-05-08,37,Female,124417,Individual,Email,Annual
CUST_002525,2025-04-05,26,Female,109241,Individual,Referral,Monthly
CUST_002526,2025-10-27,62,Male,29765,Individual,YouTube,Monthly
CUST_002527,2024-10-24,32,Male,137540,Individual,YouTube,Quarterly
CUST_002528,2025-12-09,26,Male,109350,SME,Organic,Quarterly
CUST_002529,2024-08-15,25,Female,98183,Individual,Meta,Quarterly
CUST_002530,2024-01-14,22,Female,136949,SME,Meta,Quarterly
CUST_002531,2024-05-11,64,Female,56126,Individual,Google Ads,Annual
CUST_002532,2024-03-25,28,Female,88868,Individual,Email,Monthly
CUST_002533,2024-09-03,49,Female,65134,Individual,YouTube,Annual
CUST_002534,2025-01-31,34,Female,115192,SME,Meta,Monthly
CUST_002535,2024-11-02,35,Male,52145,SME,YouTube,Annual
CUST_002536,2025-07-07,67,Female,128049,SME,Google Ads,Annual
CUST_002537,2025-01-13,51,Female,120932,Individual,Email,Annual
CUST_002538,2025-11-16,52,Female,100781,Enterprise,Email,Monthly
CUST_002539,2025-08-24,52,Female,40773,SME,Email,Quarterly
CUST_002540,2024-08-22,36,Female,128355,Individual,Organic,Monthly
CUST_002541,2024-01-02,62,Female,126081,SME,YouTube,Monthly
CUST_002542,2024-03-31,61,Male,76680,Individual,Meta,Monthly
CUST_002543,2024-10-02,36,Female,38510,Individual,Referral,Quarterly
CUST_002544,2025-07-29,55,Female,55844,Individual,Organic,Annual
CUST_002545,2025-06-21,28,Male,80746,Individual,Referral,Monthly
CUST_002546,2024-01-20,35,Male,46539,Individual,Meta,Monthly
CUST_002547,2024-01-05,67,Female,45741,Individual,Meta,Quarterly
CUST_002548,2025-10-09,35,Male,68875,Individual,Referral,Monthly
CUST_002549,2025-12-26,52,Male,29321,SME,Email,Annual
CUST_002550,2025-12-08,37,Male,129762,Individual,Email,Monthly
CUST_002551,2025-04-11,46,Male,103201,Enterprise,Referral,Annual
CUST_002552,2024-03-10,53,Female,30796,SME,YouTube,Monthly
CUST_002553,2024-07-14,40,Female,149354,Individual,Email,Annual
CUST_002554,2024-01-26,52,Female,94638,Enterprise,Referral,Monthly
CUST_002555,2025-01-29,49,Male,99059,Individual,Email,Annual
CUST_002556,2024-10-07,18,Male,130276,SME,YouTube,Annual
CUST_002557,2025-01-02,19,Female,72044,Individual,Referral,Annual
CUST_002558,2024-08-22,28,Female,38909,Individual,Meta,Annual
CUST_002559,2025-12-04,55,Male,57403,Individual,Google Ads,Annual
CUST_002560,2025-03-27,36,Male,130551,Enterprise,Meta,Monthly
CUST_002561,2024-02-09,63,Male,120659,Individual,YouTube,Quarterly
CUST_002562,2025-08-13,23,Female,136360,Individual,Referral,Monthly
CUST_002563,2025-02-15,47,Male,29511,Enterprise,Email,Quarterly
CUST_002564,2025-06-17,42,Male,67941,SME,Email,Quarterly
CUST_002565,2024-12-29,32,Female,66840,SME,Email,Quarterly
CUST_002566,2025-04-27,36,Male,142501,Individual,Google Ads,Monthly
CUST_002567,2025-08-03,59,Male,137374,Individual,Email,Annual
CUST_002568,2025-01-21,60,Male,135266,SME,Meta,Monthly
CUST_002569,2025-09-08,37,Female,134012,SME,Google Ads,Monthly
CUST_002570,2024-12-12,27,Male,43798,Individual,Organic,Annual
CUST_002571,2024-01-17,27,Male,76878,SME,Referral,Annual
CUST_002572,2024-08-13,20,Male,42580,Individual,Google Ads,Monthly
